tieneVehiculos;tieneMotos;numVehiculos;numMotos;id_hogar;id_vivienda;ciudad
1;2;1;0;7015003120204101102;701500312020410102;70150
2;2;0;0;7015003120204102102;701500312020410202;70150
2;1;0;1;7015003120204103102;701500312020410302;70150
1;2;1;0;7015003120204104102;701500312020410402;70150
1;1;1;1;7015003120204105102;701500312020410502;70150
2;2;0;0;7015003120204107102;701500312020410702;70150
2;1;0;1;7015003120204108102;701500312020410802;70150
2;1;0;1;7015003120303501103;701500312030350103;70150
2;2;0;0;7015003120303502103;701500312030350203;70150
2;1;0;1;7015003120303503103;701500312030350303;70150
2;2;0;0;7015003120303504103;701500312030350403;70150
1;2;2;0;7015003120303505103;701500312030350503;70150
2;1;0;1;7015003120303505203;701500312030350503;70150
2;1;0;1;7015003120303506103;701500312030350603;70150
2;2;0;0;7015003120303507103;701500312030350703;70150
2;1;0;1;7015003130103501103;701500313010350103;70150
2;2;0;0;7015003130103502103;701500313010350203;70150
1;2;1;0;7015003130103503103;701500313010350303;70150
2;2;0;0;7015003130103504103;701500313010350403;70150
2;2;0;0;7015003130103505103;701500313010350503;70150
2;1;0;1;7015003130103506103;701500313010350603;70150
2;2;0;0;7015003130103507103;701500313010350703;70150
2;2;0;0;7015003130403401103;701500313040340103;70150
2;1;0;1;7015003130403402103;701500313040340203;70150
2;2;0;0;7015003130403403103;701500313040340303;70150
2;2;0;0;7015003130403404103;701500313040340403;70150
2;2;0;0;7015003130403405103;701500313040340503;70150
2;2;0;0;7015003130403406103;701500313040340603;70150
2;2;0;0;7015003130403407103;701500313040340703;70150
2;1;0;1;7015003190302801101;701500319030280101;70150
2;2;0;0;7015003190302802101;701500319030280201;70150
2;1;0;1;7015003190302803101;701500319030280301;70150
2;2;0;0;7015003190302804101;701500319030280401;70150
2;2;0;0;7015003190302805101;701500319030280501;70150
2;2;0;0;7015003190302806101;701500319030280601;70150
2;2;0;0;7015003190302807101;701500319030280701;70150
2;2;0;0;7015003220202801101;701500322020280101;70150
2;2;0;0;7015003220202802101;701500322020280201;70150
2;2;0;0;7015003220202803101;701500322020280301;70150
2;1;0;1;7015003220202804101;701500322020280401;70150
2;2;0;0;7015003220202806101;701500322020280601;70150
2;2;0;0;7015003220202807101;701500322020280701;70150
2;2;0;0;7015003220202808101;701500322020280801;70150
2;1;0;1;7015003220303701101;701500322030370101;70150
2;1;0;1;7015003220303702101;701500322030370201;70150
2;1;0;1;7015003220303703101;701500322030370301;70150
2;2;0;0;7015003220303704101;701500322030370401;70150
2;2;0;0;7015003220303706101;701500322030370601;70150
2;1;0;1;7015003220303707101;701500322030370701;70150
2;1;0;1;7015003220303709101;701500322030370901;70150
2;1;0;1;7015003230103501103;701500323010350103;70150
2;2;0;0;7015003230103502103;701500323010350203;70150
2;1;0;1;7015003230103503103;701500323010350303;70150
1;2;1;0;7015003230103504103;701500323010350403;70150
2;1;0;2;7015003230103505103;701500323010350503;70150
2;2;0;0;7015003230103506103;701500323010350603;70150
2;1;0;1;7015003230103507103;701500323010350703;70150
2;2;0;0;7015003240102601102;701500324010260102;70150
1;2;1;0;7015003240102602102;701500324010260202;70150
1;2;1;0;7015003240102603102;701500324010260302;70150
1;1;1;3;7015003240102604102;701500324010260402;70150
2;1;0;1;7015003240102605102;701500324010260502;70150
2;1;0;1;7015003240102606102;701500324010260602;70150
2;2;0;0;7015003240102607102;701500324010260702;70150
1;2;2;0;7015003260102801101;701500326010280101;70150
1;2;1;0;7015003260102802101;701500326010280201;70150
2;2;0;0;7015003260102803101;701500326010280301;70150
2;2;0;0;7015003260102804101;701500326010280401;70150
2;2;0;0;7015003260102805101;701500326010280501;70150
2;2;0;0;7015003260102806101;701500326010280601;70150
1;2;1;0;7015003260102807101;701500326010280701;70150
2;2;0;0;7015003260203702101;701500326020370201;70150
2;2;0;0;7015003260203703101;701500326020370301;70150
2;2;0;0;7015003260203705101;701500326020370501;70150
2;2;0;0;7015003260203706101;701500326020370601;70150
2;2;0;0;7015003260203708101;701500326020370801;70150
2;2;0;0;7015003280203201102;701500328020320102;70150
2;1;0;1;7015003280203202102;701500328020320202;70150
2;2;0;0;7015003280203203102;701500328020320302;70150
1;2;1;0;7015003280203204102;701500328020320402;70150
1;2;1;0;7015003280203205102;701500328020320502;70150
1;2;1;0;7015003280203206102;701500328020320602;70150
2;2;0;0;7015003280203207102;701500328020320702;70150
2;1;0;1;7015003280303401103;701500328030340103;70150
1;1;1;1;7015003280303402103;701500328030340203;70150
1;2;1;0;7015003280303403103;701500328030340303;70150
2;2;0;0;7015003280303404103;701500328030340403;70150
2;1;0;1;7015003280303405103;701500328030340503;70150
2;2;0;0;7015003280303406103;701500328030340603;70150
2;2;0;0;7015003280303407103;701500328030340703;70150
2;1;0;1;7015003290302701103;701500329030270103;70150
2;2;0;0;7015003290302702103;701500329030270203;70150
2;2;0;0;7015003290302703103;701500329030270303;70150
2;2;0;0;7015003290302704103;701500329030270403;70150
2;2;0;0;7015003290302705103;701500329030270503;70150
2;2;0;0;7015003290302706103;701500329030270603;70150
2;2;0;0;7015003290302707103;701500329030270703;70150
2;2;0;0;7015003330103401103;701500333010340103;70150
2;2;0;0;7015003330103403103;701500333010340303;70150
2;2;0;0;7015003330103404103;701500333010340403;70150
2;2;0;0;7015003330103406103;701500333010340603;70150
2;2;0;0;7015003330103407103;701500333010340703;70150
2;2;0;0;7015003330103408103;701500333010340803;70150
1;2;1;0;7015003330103409103;701500333010340903;70150
2;2;0;0;7015003330303201102;701500333030320102;70150
2;2;0;0;7015003330303202102;701500333030320202;70150
2;2;0;0;7015003330303203102;701500333030320302;70150
2;2;0;0;7015003330303204102;701500333030320402;70150
1;2;1;0;7015003330303205102;701500333030320502;70150
2;2;0;0;7015003330303206102;701500333030320602;70150
2;2;0;0;7015003330303207102;701500333030320702;70150
2;2;0;0;7015003340103502103;701500334010350203;70150
2;2;0;0;7015003340103504103;701500334010350403;70150
2;2;0;0;7015003340103505103;701500334010350503;70150
2;1;0;1;7015003340103506103;701500334010350603;70150
1;2;1;0;7015003340103507103;701500334010350703;70150
2;2;0;0;7015003340103508103;701500334010350803;70150
2;2;0;0;7015003340103509103;701500334010350903;70150
2;1;0;1;7015003370102501101;701500337010250101;70150
2;2;0;0;7015003370102502101;701500337010250201;70150
2;2;0;0;7015003370102503101;701500337010250301;70150
2;2;0;0;7015003370102504101;701500337010250401;70150
1;2;1;0;7015003370102505101;701500337010250501;70150
2;2;0;0;7015003370102506101;701500337010250601;70150
2;2;0;0;7015003370102507101;701500337010250701;70150
2;2;0;0;7015003390304201103;701500339030420103;70150
2;2;0;0;7015003390304202103;701500339030420203;70150
2;2;0;0;7015003390304203103;701500339030420303;70150
2;1;0;1;7015003390304204103;701500339030420403;70150
2;2;0;0;7015003390304205103;701500339030420503;70150
2;2;0;0;7015003390304206103;701500339030420603;70150
1;2;1;0;7015003390304207103;701500339030420703;70150
2;2;0;0;7015003430102601102;701500343010260102;70150
1;1;1;1;7015003430102602102;701500343010260202;70150
2;2;0;0;7015003430102603102;701500343010260302;70150
2;2;0;0;7015003430102604102;701500343010260402;70150
2;2;0;0;7015003430102605102;701500343010260502;70150
2;2;0;0;7015003430102606102;701500343010260602;70150
2;2;0;0;7015003430102607102;701500343010260702;70150
2;2;0;0;7015003430404202103;701500343040420203;70150
2;2;0;0;7015003430404203103;701500343040420303;70150
2;2;0;0;7015003430404205103;701500343040420503;70150
2;2;0;0;7015003430404206103;701500343040420603;70150
2;2;0;0;7015003430404207103;701500343040420703;70150
2;2;0;0;7015003430404208103;701500343040420803;70150
1;2;1;0;7015003430404209103;701500343040420903;70150
2;2;0;0;7015003460203201102;701500346020320102;70150
2;2;0;0;7015003460203202102;701500346020320202;70150
1;1;1;1;7015003460203203102;701500346020320302;70150
2;2;0;0;7015003460203204102;701500346020320402;70150
1;2;1;0;7015003460203205102;701500346020320502;70150
2;2;0;0;7015003460203206102;701500346020320602;70150
2;2;0;0;7015003460203207102;701500346020320702;70150
1;2;1;0;7015003470102601102;701500347010260102;70150
1;2;1;0;7015003470102602102;701500347010260202;70150
2;2;0;0;7015003470102603102;701500347010260302;70150
2;2;0;0;7015003470102604102;701500347010260402;70150
2;2;0;0;7015003470102605102;701500347010260502;70150
1;2;1;0;7015003470102606102;701500347010260602;70150
2;2;0;0;7015003470102607102;701500347010260702;70150
2;2;0;0;7015003500303101102;701500350030310102;70150
2;2;0;0;7015003500303102102;701500350030310202;70150
2;2;0;0;7015003500303103102;701500350030310302;70150
2;2;0;0;7015003500303104102;701500350030310402;70150
2;1;0;1;7015003500303105102;701500350030310502;70150
2;2;0;0;7015003500303106102;701500350030310602;70150
2;2;0;0;7015003500303107102;701500350030310702;70150
1;2;1;0;7015003520202501101;701500352020250101;70150
2;2;0;0;7015003520202502101;701500352020250201;70150
2;1;0;1;7015003520202503101;701500352020250301;70150
1;2;1;0;7015003520202504101;701500352020250401;70150
2;2;0;0;7015003520202505101;701500352020250501;70150
2;2;0;0;7015003520202506101;701500352020250601;70150
2;2;0;0;7015003520202507101;701500352020250701;70150
2;1;0;2;7015003530202701103;701500353020270103;70150
2;2;0;0;7015003530202702103;701500353020270203;70150
2;2;0;0;7015003530202703103;701500353020270303;70150
2;2;0;0;7015003530202705103;701500353020270503;70150
2;2;0;0;7015003530202706103;701500353020270603;70150
1;2;1;0;7015003530202707103;701500353020270703;70150
2;2;0;0;7015003530202708103;701500353020270803;70150
2;2;0;0;7015003530302601102;701500353030260102;70150
1;2;1;0;7015003530302602102;701500353030260202;70150
1;2;1;0;7015003530302603102;701500353030260302;70150
1;2;1;0;7015003530302604102;701500353030260402;70150
2;1;0;1;7015003530302605102;701500353030260502;70150
2;2;0;0;7015003530302606102;701500353030260602;70150
2;2;0;0;7015003530302607102;701500353030260702;70150
2;2;0;0;7015003550204201103;701500355020420103;70150
2;2;0;0;7015003550204202103;701500355020420203;70150
2;2;0;0;7015003550204205103;701500355020420503;70150
2;2;0;0;7015003550204206103;701500355020420603;70150
2;2;0;0;7015003550204207103;701500355020420703;70150
2;1;0;1;7015003550204208103;701500355020420803;70150
1;2;1;0;7015003550204209103;701500355020420903;70150
2;2;0;0;7015003560102801101;701500356010280101;70150
2;2;0;0;7015003560102802101;701500356010280201;70150
1;2;1;0;7015003560102803101;701500356010280301;70150
2;2;0;0;7015003560102804101;701500356010280401;70150
2;2;0;0;7015003560102805101;701500356010280501;70150
1;2;2;0;7015003560102806101;701500356010280601;70150
2;2;0;0;7015003560102807101;701500356010280701;70150
2;1;0;1;7015003580203702101;701500358020370201;70150
2;2;0;0;7015003580203703101;701500358020370301;70150
2;1;0;1;7015003580203704101;701500358020370401;70150
2;2;0;0;7015003580203705101;701500358020370501;70150
2;2;0;0;7015003580203706101;701500358020370601;70150
2;2;0;0;7015003580203707101;701500358020370701;70150
2;2;0;0;7015003580203708101;701500358020370801;70150
2;2;0;0;7015003580504101102;701500358050410102;70150
2;1;0;1;7015003580504102102;701500358050410202;70150
2;2;0;0;7015003580504103102;701500358050410302;70150
2;1;0;2;7015003580504104102;701500358050410402;70150
2;2;0;0;7015003580504105102;701500358050410502;70150
2;2;0;0;7015003580504106102;701500358050410602;70150
1;2;1;0;7015003580504107102;701500358050410702;70150
2;2;0;0;7015003620103201102;701500362010320102;70150
2;2;0;0;7015003620103202102;701500362010320202;70150
2;2;0;0;7015003620103203102;701500362010320302;70150
2;2;0;0;7015003620103204102;701500362010320402;70150
2;2;0;0;7015003620103205102;701500362010320502;70150
2;2;0;0;7015003620103206102;701500362010320602;70150
1;2;1;0;7015003620103207102;701500362010320702;70150
1;2;1;0;7015003620202601102;701500362020260102;70150
2;1;0;1;7015003620202602102;701500362020260202;70150
2;2;0;0;7015003620202603102;701500362020260302;70150
2;2;0;0;7015003620202604102;701500362020260402;70150
2;2;0;0;7015003620202605102;701500362020260502;70150
2;2;0;0;7015003620202606102;701500362020260602;70150
2;1;0;1;7015003620202607102;701500362020260702;70150
2;2;0;0;7015003620303201102;701500362030320102;70150
1;2;1;0;7015003620303202102;701500362030320202;70150
2;2;0;0;7015003620303203102;701500362030320302;70150
2;2;0;0;7015003620303204102;701500362030320402;70150
1;2;1;0;7015003620303205102;701500362030320502;70150
2;2;0;0;7015003620303206102;701500362030320602;70150
2;2;0;0;7015003620303207102;701500362030320702;70150
2;2;0;0;7015003650204202103;701500365020420203;70150
1;2;1;0;7015003650204203103;701500365020420303;70150
2;2;0;0;7015003650204205103;701500365020420503;70150
2;1;0;1;7015003650204206103;701500365020420603;70150
2;1;0;1;7015003650204207103;701500365020420703;70150
2;2;0;0;7015003670304102102;701500367030410202;70150
1;2;1;0;7015003670304104102;701500367030410402;70150
2;2;0;0;7015003670304105102;701500367030410502;70150
2;2;0;0;7015003670304107102;701500367030410702;70150
1;2;2;0;7015003670304109102;701500367030410902;70150
1;1;2;1;7015003670304110102;701500367030411002;70150
2;2;0;0;7015003720302701103;701500372030270103;70150
2;2;0;0;7015003720302702103;701500372030270203;70150
2;1;0;1;7015003720302703103;701500372030270303;70150
1;2;2;0;7015003720302704103;701500372030270403;70150
2;2;0;0;7015003720302705103;701500372030270503;70150
2;2;0;0;7015003720302706103;701500372030270603;70150
2;2;0;0;7015003720302707103;701500372030270703;70150
2;2;0;0;7015003740104101102;701500374010410102;70150
1;2;1;0;7015003740104102102;701500374010410202;70150
2;2;0;0;7015003740104105102;701500374010410502;70150
2;2;0;0;7015003740104106102;701500374010410602;70150
2;2;0;0;7015003740104107102;701500374010410702;70150
1;2;1;0;7015003740104108102;701500374010410802;70150
1;2;1;0;7015003740104109102;701500374010410902;70150
2;2;0;0;7015003750102901101;701500375010290101;70150
2;2;0;0;7015003750102902101;701500375010290201;70150
1;2;1;0;7015003750102903101;701500375010290301;70150
2;2;0;0;7015003750102904101;701500375010290401;70150
2;2;0;0;7015003750102906101;701500375010290601;70150
1;2;1;0;7015003750102907101;701500375010290701;70150
2;2;0;0;7015003750102910101;701500375010291001;70150
2;2;0;0;7015003780102501101;701500378010250101;70150
1;2;1;0;7015003780102503101;701500378010250301;70150
2;2;0;0;7015003780102504101;701500378010250401;70150
2;2;0;0;7015003780102505101;701500378010250501;70150
2;2;0;0;7015003780102506101;701500378010250601;70150
1;2;1;0;7015003780102507101;701500378010250701;70150
2;2;0;0;7015003780102509101;701500378010250901;70150
2;2;0;0;7015003790204201103;701500379020420103;70150
2;2;0;0;7015003790204202103;701500379020420203;70150
2;2;0;0;7015003790204203103;701500379020420303;70150
2;2;0;0;7015003790204204103;701500379020420403;70150
2;2;0;0;7015003790204205103;701500379020420503;70150
2;1;0;1;7015003790204206103;701500379020420603;70150
2;2;0;0;7015003790204207103;701500379020420703;70150
1;2;1;0;7015003800103201102;701500380010320102;70150
2;1;0;1;7015003800103202102;701500380010320202;70150
2;1;0;1;7015003800103203102;701500380010320302;70150
2;2;0;0;7015003800103204102;701500380010320402;70150
2;2;0;0;7015003800103205102;701500380010320502;70150
2;1;0;1;7015003800103206102;701500380010320602;70150
2;2;0;0;7015003800103207102;701500380010320702;70150
2;2;0;0;7015003810103401103;701500381010340103;70150
1;2;1;0;7015003810103402103;701500381010340203;70150
2;2;0;0;7015003810103403103;701500381010340303;70150
2;2;0;0;7015003810103404103;701500381010340403;70150
2;2;0;0;7015003810103405103;701500381010340503;70150
2;2;0;0;7015003810103406103;701500381010340603;70150
2;1;0;1;7015003810103407103;701500381010340703;70150
1;1;1;1;7015003820203201102;701500382020320102;70150
2;2;0;0;7015003820203202102;701500382020320202;70150
2;2;0;0;7015003820203204102;701500382020320402;70150
2;2;0;0;7015003820203205102;701500382020320502;70150
1;2;1;0;7015003820203206102;701500382020320602;70150
2;2;0;0;7015003820203207102;701500382020320702;70150
2;2;0;0;7015003820203208102;701500382020320802;70150
2;2;0;0;7015003830103703101;701500383010370301;70150
2;2;0;0;7015003830103704101;701500383010370401;70150
2;2;0;0;7015003830103705101;701500383010370501;70150
2;2;0;0;7015003830103706101;701500383010370601;70150
2;2;0;0;7015003830103708101;701500383010370801;70150
2;2;0;0;7015003830103709101;701500383010370901;70150
2;1;0;1;7015003830103710101;701500383010371001;70150
2;1;0;1;7015003840104102102;701500384010410202;70150
2;2;0;0;7015003840104103102;701500384010410302;70150
2;2;0;0;7015003840104104102;701500384010410402;70150
2;2;0;0;7015003840104105102;701500384010410502;70150
2;2;0;0;7015003840104106102;701500384010410602;70150
2;1;0;1;7015003840104107102;701500384010410702;70150
2;2;0;0;7015003840104108102;701500384010410802;70150
2;1;0;1;7015003840404202103;701500384040420203;70150
2;2;0;0;7015003840404203103;701500384040420303;70150
2;2;0;0;7015003840404204103;701500384040420403;70150
1;1;1;1;7015003840404205103;701500384040420503;70150
2;2;0;0;7015003840404206103;701500384040420603;70150
2;2;0;0;7015003840404207103;701500384040420703;70150
1;2;1;0;7015003840404208103;701500384040420803;70150
2;2;0;0;7015003850202601102;701500385020260102;70150
2;2;0;0;7015003850202602102;701500385020260202;70150
1;1;1;1;7015003850202603102;701500385020260302;70150
2;1;0;1;7015003850202604102;701500385020260402;70150
2;1;0;2;7015003850202605102;701500385020260502;70150
2;2;0;0;7015003850202606102;701500385020260602;70150
2;2;0;0;7015003850202607102;701500385020260702;70150
2;1;0;1;7015003900202502101;701500390020250201;70150
2;2;0;0;7015003900202503101;701500390020250301;70150
2;2;0;0;7015003900202504101;701500390020250401;70150
2;2;0;0;7015003900202505101;701500390020250501;70150
2;2;0;0;7015003900202506101;701500390020250601;70150
2;2;0;0;7015003900202507101;701500390020250701;70150
1;2;1;0;7015003900202508101;701500390020250801;70150
1;2;1;0;7015003930102601102;701500393010260102;70150
2;2;0;0;7015003930102602102;701500393010260202;70150
2;2;0;0;7015003930102603102;701500393010260302;70150
1;2;1;0;7015003930102604102;701500393010260402;70150
1;2;1;0;7015003930102605102;701500393010260502;70150
1;1;1;1;7015003930102606102;701500393010260602;70150
1;2;1;0;7015003930102607102;701500393010260702;70150
2;2;0;0;7015003970203701101;701500397020370101;70150
2;2;0;0;7015003970203702101;701500397020370201;70150
2;2;0;0;7015003970203703101;701500397020370301;70150
2;1;0;1;7015003970203704101;701500397020370401;70150
2;2;0;0;7015003970203705101;701500397020370501;70150
1;1;2;1;7015003970203706101;701500397020370601;70150
2;2;0;0;7015003970203707101;701500397020370701;70150
2;2;0;0;7015004000203701101;701500400020370101;70150
2;2;0;0;7015004000203702101;701500400020370201;70150
2;2;0;0;7015004000203703101;701500400020370301;70150
2;2;0;0;7015004000203704101;701500400020370401;70150
2;2;0;0;7015004000203706101;701500400020370601;70150
2;1;0;1;7015004000203707101;701500400020370701;70150
2;2;0;0;7015004000203709101;701500400020370901;70150
2;1;0;1;7015004020303701101;701500402030370101;70150
1;1;2;1;7015004020303703101;701500402030370301;70150
2;2;0;0;7015004020303704101;701500402030370401;70150
1;2;2;0;7015004020303705101;701500402030370501;70150
2;2;0;0;7015004020303707101;701500402030370701;70150
2;2;0;0;7015004020303708101;701500402030370801;70150
2;2;0;0;7015004020303709101;701500402030370901;70150
2;2;0;0;7015004030103101102;701500403010310102;70150
1;2;1;0;7015004030103102102;701500403010310202;70150
2;2;0;0;7015004030103103102;701500403010310302;70150
1;2;1;0;7015004030103104102;701500403010310402;70150
2;2;0;0;7015004030103105102;701500403010310502;70150
2;2;0;0;7015004030103106102;701500403010310602;70150
2;1;0;1;7015004030103107102;701500403010310702;70150
2;2;0;0;7015004040403401103;701500404040340103;70150
1;2;1;0;7015004040403402103;701500404040340203;70150
2;2;0;0;7015004040403403103;701500404040340303;70150
2;2;0;0;7015004040403404103;701500404040340403;70150
2;1;0;1;7015004040403405103;701500404040340503;70150
2;2;0;0;7015004040403407103;701500404040340703;70150
1;2;1;0;7015004040403408103;701500404040340803;70150
1;2;1;0;7015004110302701103;701500411030270103;70150
2;2;0;0;7015004110302702103;701500411030270203;70150
1;2;1;0;7015004110302703103;701500411030270303;70150
2;2;0;0;7015004110302704103;701500411030270403;70150
2;2;0;0;7015004110302705103;701500411030270503;70150
2;2;0;0;7015004110302706103;701500411030270603;70150
1;2;1;0;7015004110302707103;701500411030270703;70150
2;2;0;0;7015004120302801101;701500412030280101;70150
1;2;1;0;7015004120302802101;701500412030280201;70150
2;2;0;0;7015004120302803101;701500412030280301;70150
1;2;1;0;7015004120302804101;701500412030280401;70150
2;1;0;1;7015004120302805101;701500412030280501;70150
2;2;0;0;7015004120302806101;701500412030280601;70150
2;2;0;0;7015004120302807101;701500412030280701;70150
2;2;0;0;7015004150204201103;701500415020420103;70150
2;2;0;0;7015004150204202103;701500415020420203;70150
2;2;0;0;7015004150204203103;701500415020420303;70150
1;2;1;0;7015004150204204103;701500415020420403;70150
2;2;0;0;7015004150204205103;701500415020420503;70150
1;2;1;0;7015004150204206103;701500415020420603;70150
2;2;0;0;7015004150204207103;701500415020420703;70150
1;1;1;1;7015004170202501101;701500417020250101;70150
1;2;1;0;7015004170202502101;701500417020250201;70150
2;2;0;0;7015004170202503101;701500417020250301;70150
1;2;2;0;7015004170202504101;701500417020250401;70150
2;2;0;0;7015004170202505101;701500417020250501;70150
2;2;0;0;7015004170202506101;701500417020250601;70150
1;2;1;0;7015004170202507101;701500417020250701;70150
2;1;0;1;7015004180304101102;701500418030410102;70150
1;2;1;0;7015004180304102102;701500418030410202;70150
1;2;1;0;7015004180304103102;701500418030410302;70150
2;2;0;0;7015004180304104102;701500418030410402;70150
2;2;0;0;7015004180304105102;701500418030410502;70150
2;1;0;1;7015004180304106102;701500418030410602;70150
2;2;0;0;7015004180304107102;701500418030410702;70150
2;2;0;0;7015004250202601102;701500425020260102;70150
1;2;1;0;7015004250202602102;701500425020260202;70150
1;2;1;0;7015004250202603102;701500425020260302;70150
2;2;0;0;7015004250202604102;701500425020260402;70150
2;2;0;0;7015004250202605102;701500425020260502;70150
2;1;0;1;7015004250202606102;701500425020260602;70150
2;2;0;0;7015004250202607102;701500425020260702;70150
2;2;0;0;7015004300303201102;701500430030320102;70150
2;2;0;0;7015004300303202102;701500430030320202;70150
1;2;1;0;7015004300303203102;701500430030320302;70150
2;2;0;0;7015004300303205102;701500430030320502;70150
1;2;2;0;7015004300303206102;701500430030320602;70150
2;2;0;0;7015004300303207102;701500430030320702;70150
2;2;0;0;7015004300303208102;701500430030320802;70150
2;1;0;2;7015004310304201103;701500431030420103;70150
2;2;0;0;7015004310304202103;701500431030420203;70150
2;2;0;0;7015004310304203103;701500431030420303;70150
2;1;0;1;7015004310304204103;701500431030420403;70150
2;2;0;0;7015004310304206103;701500431030420603;70150
2;1;0;1;7015004310304207103;701500431030420703;70150
2;2;0;0;7015004310304208103;701500431030420803;70150
1;2;1;0;7015004320202801101;701500432020280101;70150
2;2;0;0;7015004320202802101;701500432020280201;70150
2;2;0;0;7015004320202803101;701500432020280301;70150
2;2;0;0;7015004320202804101;701500432020280401;70150
2;2;0;0;7015004320202805101;701500432020280501;70150
2;2;0;0;7015004320202806101;701500432020280601;70150
2;2;0;0;7015004320202807101;701500432020280701;70150
1;2;1;0;7015004320302501101;701500432030250101;70150
2;2;0;0;7015004320302502101;701500432030250201;70150
1;2;1;0;7015004320302503101;701500432030250301;70150
2;2;0;0;7015004320302504101;701500432030250401;70150
2;2;0;0;7015004320302505101;701500432030250501;70150
2;2;0;0;7015004320302506101;701500432030250601;70150
2;1;0;1;7015004320302507101;701500432030250701;70150
2;1;0;1;7015004340204101102;701500434020410102;70150
2;2;0;0;7015004340204102102;701500434020410202;70150
2;2;0;0;7015004340204104102;701500434020410402;70150
2;2;0;0;7015004340204105102;701500434020410502;70150
2;2;0;0;7015004340204107102;701500434020410702;70150
2;2;0;0;7015004340204108102;701500434020410802;70150
1;2;1;0;7015004340204109102;701500434020410902;70150
2;2;0;0;7015004390304102102;701500439030410202;70150
2;2;0;0;7015004390304103102;701500439030410302;70150
2;2;0;0;7015004390304105102;701500439030410502;70150
2;1;0;1;7015004390304106102;701500439030410602;70150
2;2;0;0;7015004390304107102;701500439030410702;70150
2;2;0;0;7015004390304109102;701500439030410902;70150
2;2;0;0;7015004390304110102;701500439030411002;70150
2;2;0;0;7015004440202601102;701500444020260102;70150
2;2;0;0;7015004440202602102;701500444020260202;70150
2;2;0;0;7015004440202603102;701500444020260302;70150
2;1;0;1;7015004440202604102;701500444020260402;70150
2;2;0;0;7015004440202605102;701500444020260502;70150
2;2;0;0;7015004440202606102;701500444020260602;70150
1;2;1;0;7015004440202607102;701500444020260702;70150
2;2;0;0;7015004470102901101;701500447010290101;70150
2;2;0;0;7015004470102902101;701500447010290201;70150
2;2;0;0;7015004470102903101;701500447010290301;70150
1;2;1;0;7015004470102904101;701500447010290401;70150
2;2;0;0;7015004470102905101;701500447010290501;70150
2;2;0;0;7015004470102906101;701500447010290601;70150
2;1;0;1;7015004470102907101;701500447010290701;70150
2;2;0;0;7015004540203401103;701500454020340103;70150
1;2;1;0;7015004540203402103;701500454020340203;70150
2;2;0;0;7015004540203403103;701500454020340303;70150
2;2;0;0;7015004540203404103;701500454020340403;70150
2;2;0;0;7015004540203405103;701500454020340503;70150
1;2;1;0;7015004540203406103;701500454020340603;70150
2;2;0;0;7015004540203407103;701500454020340703;70150
2;2;0;0;7015004560304101102;701500456030410102;70150
2;2;0;0;7015004560304103102;701500456030410302;70150
1;1;1;1;7015004560304104102;701500456030410402;70150
2;2;0;0;7015004560304105102;701500456030410502;70150
2;1;0;1;7015004560304106102;701500456030410602;70150
2;2;0;0;7015004560304107102;701500456030410702;70150
2;2;0;0;7015004560304108102;701500456030410802;70150
2;2;0;0;7015004570403101102;701500457040310102;70150
2;2;0;0;7015004570403102102;701500457040310202;70150
2;2;0;0;7015004570403103102;701500457040310302;70150
1;2;1;0;7015004570403104102;701500457040310402;70150
2;2;0;0;7015004570403105102;701500457040310502;70150
2;2;0;0;7015004570403106102;701500457040310602;70150
2;2;0;0;7015004570403107102;701500457040310702;70150
2;2;0;0;7015004630302901101;701500463030290101;70150
2;2;0;0;7015004630302902101;701500463030290201;70150
2;1;0;1;7015004630302903101;701500463030290301;70150
1;2;1;0;7015004630302904101;701500463030290401;70150
1;2;1;0;7015004630302905101;701500463030290501;70150
2;1;0;1;7015004630302906101;701500463030290601;70150
2;2;0;0;7015004630302907101;701500463030290701;70150
2;2;0;0;7015004650304203103;701500465030420303;70150
2;2;0;0;7015004650304204103;701500465030420403;70150
1;2;1;0;7015004650304207103;701500465030420703;70150
2;2;0;0;7015004650304208103;701500465030420803;70150
2;2;0;0;7015004650304210103;701500465030421003;70150
2;2;0;0;7015004660204101102;701500466020410102;70150
2;1;0;1;7015004660204102102;701500466020410202;70150
1;2;1;0;7015004660204103102;701500466020410302;70150
2;2;0;0;7015004660204104102;701500466020410402;70150
2;2;0;0;7015004660204105102;701500466020410502;70150
1;2;1;0;7015004660204106102;701500466020410602;70150
2;2;0;0;7015004660204107102;701500466020410702;70150
2;2;0;0;7015004680102901101;701500468010290101;70150
2;2;0;0;7015004680102902101;701500468010290201;70150
2;2;0;0;7015004680102903101;701500468010290301;70150
2;2;0;0;7015004680102904101;701500468010290401;70150
2;2;0;0;7015004680102905101;701500468010290501;70150
2;2;0;0;7015004680102906101;701500468010290601;70150
1;2;1;0;7015004680102907101;701500468010290701;70150
2;1;0;1;7015004690104201103;701500469010420103;70150
2;1;0;1;7015004690104202103;701500469010420203;70150
1;2;1;0;7015004690104203103;701500469010420303;70150
1;2;1;0;7015004690104204103;701500469010420403;70150
2;2;0;0;7015004690104205103;701500469010420503;70150
1;2;1;0;7015004690104206103;701500469010420603;70150
1;2;2;0;7015004690104207103;701500469010420703;70150
1;2;1;0;7015004710302801101;701500471030280101;70150
1;2;1;0;7015004710302802101;701500471030280201;70150
1;2;1;0;7015004710302803101;701500471030280301;70150
