abastecimientoFrecuenteEcopais;gastoCombustibleElectricidadEcopais;abastecimientoFrecuenteElectricidad;gastoCombustibleElectricidadElectricidad;abastecimientoFrecuenteGas;gastoFrecuenteGas;abastecimientoFrecuenteSuper;gastoCombustibleElectricidadSuper;abastecimientoFrecuenteExtra;gastoCombustibleElectricidadExtra;abastecimientoFrecuenteDiesel;gastoCombustibleElectricidadDiesel;id_vivienda;id_hogar;ciudad
0;0;0;0;0;0;0;0;0;0;0;0;1109500007010340303;11095000070103403103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500007010340403;11095000070103404103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500007010340603;11095000070103406103;110950
1;100;2;0;2;0;2;0;2;0;2;0;1109500007010340703;11095000070103407103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500007010340803;11095000070103408103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500008010410102;11095000080104101102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500008010410202;11095000080104102102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500008010410302;11095000080104103102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500008010410402;11095000080104104102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500008010410602;11095000080104106102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500008010410702;11095000080104107102;110950
1;20;2;0;2;0;2;0;2;0;2;0;1109500008010411002;11095000080104110102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340103;11095000120103401103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340203;11095000120103402103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340303;11095000120103403103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340403;11095000120103404103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340503;11095000120103405103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340603;11095000120103406103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109500012010340703;11095000120103407103;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109509018010310102;11095090180103101102;110950
1;30;2;0;2;0;2;0;2;0;2;0;1109509018010310202;11095090180103102102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109509018010310302;11095090180103103102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109509018010310402;11095090180103104102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109509018010310502;11095090180103105102;110950
0;0;0;0;0;0;0;0;0;0;0;0;1109509018010310602;11095090180103106102;110950
1;80;2;0;2;0;2;0;2;0;2;0;1109509018010310702;11095090180103107102;110950
1;84;2;0;2;0;2;0;2;0;2;0;1109529001010290101;11095290010102901101;110952
0;0;0;0;0;0;0;0;0;0;0;0;1109529001010290201;11095290010102902101;110952
0;0;0;0;0;0;0;0;0;0;0;0;1109529001010290301;11095290010102903101;110952
1;15;2;0;2;0;2;0;2;0;2;0;1109529001010290401;11095290010102904101;110952
0;0;0;0;0;0;0;0;0;0;0;0;1109529001010290501;11095290010102905101;110952
0;0;0;0;0;0;0;0;0;0;0;0;1109529001010290601;11095290010102906101;110952
0;0;0;0;0;0;0;0;0;0;0;0;1109529001010290701;11095290010102907101;110952
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350103;11095600010403501103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350203;11095600010403502103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350303;11095600010403503103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350403;11095600010403504103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350503;11095600010403505103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350603;11095600010403506103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109560001040350703;11095600010403507103;110956
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320102;11095990030203201102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320202;11095990030203202102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320302;11095990030203203102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320402;11095990030203204102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320502;11095990030203205102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320602;11095990030203206102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1109599003020320702;11095990030203207102;110959
0;0;0;0;0;0;0;0;0;0;0;0;1110500004030370101;11105000040303701101;111050
1;100;2;0;2;0;2;0;2;0;2;0;1110500004030370401;11105000040303704101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500004030370501;11105000040303705101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500004030370601;11105000040303706101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500004030370801;11105000040303708101;111050
2;0;2;0;2;0;1;40;2;0;2;0;1110500004030370901;11105000040303709101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500005040290101;11105000050402901101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500005040290201;11105000050402902101;111050
2;0;2;0;2;0;1;80;2;0;2;0;1110500005040290301;11105000050402903101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500005040290401;11105000050402904101;111050
1;50;2;0;2;0;2;0;2;0;2;0;1110500005040290501;11105000050402905101;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500005040290801;11105000050402908101;111050
2;0;2;0;2;0;2;0;1;20;2;0;1110500008020350103;11105000080203501103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500008020350203;11105000080203502103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500008020350303;11105000080203503103;111050
1;50;2;0;2;0;2;0;2;0;2;0;1110500008020350503;11105000080203505103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500008020350603;11105000080203506103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110500008020350703;11105000080203507103;111050
1;80;2;0;2;0;2;0;2;0;2;0;1110500008020350903;11105000080203509103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509001030350103;11105090010303501103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509001030350203;11105090010303502103;111050
2;0;2;0;2;0;2;0;1;10;2;0;1110509001030350303;11105090010303503103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509001030350403;11105090010303504103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509001030350503;11105090010303505103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509001030350603;11105090010303506103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509001030350703;11105090010303507103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509003020320102;11105090030203201102;111050
2;0;2;0;2;0;2;0;2;0;1;30;1110509003020320202;11105090030203202102;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509003020320302;11105090030203203102;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509003020320402;11105090030203204102;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509003020320502;11105090030203205102;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509003020320602;11105090030203206102;111050
1;40;2;0;2;0;2;0;2;0;2;0;1110509003020320702;11105090030203207102;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509010010270103;11105090100102701103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509010010270203;11105090100102702103;111050
1;120;2;0;2;0;2;0;2;0;2;0;1110509010010270303;11105090100102703103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509010010270403;11105090100102704103;111050
1;10;2;0;2;0;2;0;2;0;2;0;1110509010010270503;11105090100102705103;111050
1;20;2;0;2;0;2;0;2;0;1;200;1110509010010270603;11105090100102706103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110509010010270703;11105090100102707103;111050
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290101;11105190030102901101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290201;11105190030102902101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290301;11105190030102903101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290401;11105190030102904101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290501;11105190030102905101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290601;11105190030102906101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519003010290701;11105190030102907101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519004020370101;11105190040203701101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519004020370201;11105190040203702101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519004020370301;11105190040203703101;111051
1;20;2;0;2;0;2;0;2;0;2;0;1110519004020370501;11105190040203705101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519004020370601;11105190040203706101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519004020370701;11105190040203707101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110519004020371001;11105190040203710101;111051
0;0;0;0;0;0;0;0;0;0;0;0;1110529003020280101;11105290030202801101;111052
0;0;0;0;0;0;0;0;0;0;0;0;1110529003020280201;11105290030202802101;111052
0;0;0;0;0;0;0;0;0;0;0;0;1110529003020280301;11105290030202803101;111052
0;0;0;0;0;0;0;0;0;0;0;0;1110529003020280401;11105290030202804101;111052
0;0;0;0;0;0;0;0;0;0;0;0;1110529003020280501;11105290030202805101;111052
1;40;2;0;2;0;2;0;2;0;2;0;1110529003020280601;11105290030202806101;111052
0;0;0;0;0;0;0;0;0;0;0;0;1110529003020280701;11105290030202807101;111052
0;0;0;0;0;0;0;0;0;0;0;0;1110549001010310102;11105490010103101102;111054
0;0;0;0;0;0;0;0;0;0;0;0;1110549001010310202;11105490010103102102;111054
0;0;0;0;0;0;0;0;0;0;0;0;1110549001010310302;11105490010103103102;111054
0;0;0;0;0;0;0;0;0;0;0;0;1110549001010310402;11105490010103104102;111054
0;0;0;0;0;0;0;0;0;0;0;0;1110549001010310502;11105490010103105102;111054
0;0;0;0;0;0;0;0;0;0;0;0;1110549001010310602;11105490010103106102;111054
2;0;2;0;2;0;2;0;2;0;1;20;1110549001010310802;11105490010103108102;111054
0;0;0;0;0;0;0;0;0;0;0;0;1111500004010280101;11115000040102801101;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004010280201;11115000040102802101;111150
1;40;2;0;2;0;2;0;2;0;2;0;1111500004010280301;11115000040102803101;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004010280501;11115000040102805101;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004010280701;11115000040102807101;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004010280801;11115000040102808101;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004030350103;11115000040303501103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004030350203;11115000040303502103;111150
1;80;2;0;2;0;2;0;2;0;2;0;1111500004030350303;11115000040303503103;111150
2;0;2;0;2;0;2;0;2;0;1;30;1111500004030350403;11115000040303504103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004030350503;11115000040303505103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004030350603;11115000040303506103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500004030350703;11115000040303507103;111150
1;25;2;0;2;0;2;0;2;0;2;0;1111500006010270103;11115000060102701103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500006010270203;11115000060102702103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500006010270303;11115000060102703103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500006010270403;11115000060102704103;111150
2;0;2;0;2;0;2;0;2;0;1;70;1111500006010270503;11115000060102705103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500006010270603;11115000060102706103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111500006010270703;11115000060102707103;111150
0;0;0;0;0;0;0;0;0;0;0;0;1111549003020370201;11115490030203702101;111154
0;0;0;0;0;0;0;0;0;0;0;0;1111549003020370301;11115490030203703101;111154
0;0;0;0;0;0;0;0;0;0;0;0;1111549003020370501;11115490030203705101;111154
0;0;0;0;0;0;0;0;0;0;0;0;1111549003020370801;11115490030203708101;111154
0;0;0;0;0;0;0;0;0;0;0;0;1111549003020370901;11115490030203709101;111154
0;0;0;0;0;0;0;0;0;0;0;0;1111549003020371001;11115490030203710101;111154
0;0;0;0;0;0;0;0;0;0;0;0;1111559001010320102;11115590010103201102;111155
1;20;2;0;2;0;2;0;2;0;2;0;1111559001010320202;11115590010103202102;111155
1;20;2;0;2;0;2;0;2;0;2;0;1111559001010320302;11115590010103203102;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559001010320402;11115590010103204102;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559001010320502;11115590010103205102;111155
1;60;2;0;2;0;2;0;2;0;2;0;1111559001010320602;11115590010103206102;111155
2;0;2;0;2;0;2;0;2;0;1;40;1111559001010320702;11115590010103207102;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559002020420103;11115590020204201103;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559002020420203;11115590020204202103;111155
2;0;2;0;2;0;2;0;2;0;1;20;1111559002020420303;11115590020204203103;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559002020420403;11115590020204204103;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559002020420503;11115590020204205103;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559002020420603;11115590020204206103;111155
0;0;0;0;0;0;0;0;0;0;0;0;1111559002020420703;11115590020204207103;111155
0;0;0;0;0;0;0;0;0;0;0;0;1112509005010250101;11125090050102501101;111250
1;15;2;0;2;0;2;0;2;0;2;0;1112509005010250201;11125090050102502101;111250
0;0;0;0;0;0;0;0;0;0;0;0;1112509005010250301;11125090050102503101;111250
0;0;0;0;0;0;0;0;0;0;0;0;1112509005010250401;11125090050102504101;111250
0;0;0;0;0;0;0;0;0;0;0;0;1112509005010250501;11125090050102505101;111250
0;0;0;0;0;0;0;0;0;0;0;0;1112509005010250601;11125090050102506101;111250
0;0;0;0;0;0;0;0;0;0;0;0;1112509005010250701;11125090050102507101;111250
0;0;0;0;0;0;0;0;0;0;0;0;1113500002010350103;11135000020103501103;111350
1;80;2;0;2;0;2;0;2;0;2;0;1113500002010350203;11135000020103502103;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113500002010350303;11135000020103503103;111350
1;30;2;0;2;0;2;0;2;0;2;0;1113500002010350403;11135000020103504103;111350
1;80;2;0;2;0;2;0;2;0;2;0;1113500002010350503;11135000020103505103;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113500002010350603;11135000020103506103;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113500002010350703;11135000020103507103;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113500002030250101;11135000020302501101;111350
1;50;2;0;2;0;2;0;2;0;2;0;1113500002030250201;11135000020302502101;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113500002030250301;11135000020302503101;111350
2;0;2;0;2;0;1;90;2;0;2;0;1113500002030250401;11135000020302504101;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113500002030250501;11135000020302505101;111350
1;40;2;0;2;0;2;0;2;0;2;0;1113500002030250601;11135000020302506101;111350
1;80;2;0;2;0;2;0;2;0;2;0;1113500002030250701;11135000020302507101;111350
1;150;2;0;2;0;2;0;2;0;2;0;1113509002010260102;11135090020102601102;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113509002010260202;11135090020102602102;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113509002010260302;11135090020102603102;111350
1;24;2;0;2;0;2;0;2;0;2;0;1113509002010260402;11135090020102604102;111350
1;30;2;0;2;0;2;0;2;0;2;0;1113509002010260502;11135090020102605102;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113509002010260602;11135090020102606102;111350
0;0;0;0;0;0;0;0;0;0;0;0;1113509002010260702;11135090020102607102;111350
2;0;2;0;2;0;2;0;1;28;2;0;1113519001030410102;11135190010304101102;111351
2;0;2;0;2;0;2;0;1;50;2;0;1113519001030410302;11135190010304103102;111351
0;0;0;0;0;0;0;0;0;0;0;0;1113519001030410402;11135190010304104102;111351
1;20;2;0;2;0;2;0;2;0;2;0;1113519001030410602;11135190010304106102;111351
1;30;2;0;2;0;2;0;2;0;2;0;1113519001030410702;11135190010304107102;111351
2;0;2;0;2;0;2;0;1;15;2;0;1113519001030410902;11135190010304109102;111351
1;56;2;0;2;0;2;0;2;0;2;0;1113519001030411002;11135190010304110102;111351
1;14;2;0;2;0;2;0;2;0;2;0;1113539003020370101;11135390030203701101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113539003020370301;11135390030203703101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113539003020370401;11135390030203704101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113539003020370601;11135390030203706101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113539003020370701;11135390030203707101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113539003020370801;11135390030203708101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113539003020370901;11135390030203709101;111353
0;0;0;0;0;0;0;0;0;0;0;0;1113559001010250101;11135590010102501101;111355
1;20;2;0;2;0;2;0;2;0;2;0;1113559001010250201;11135590010102502101;111355
0;0;0;0;0;0;0;0;0;0;0;0;1113559001010250301;11135590010102503101;111355
1;40;2;0;2;0;2;0;2;0;2;0;1113559001010250401;11135590010102504101;111355
1;50;2;0;2;0;2;0;2;0;2;0;1113559001010250501;11135590010102505101;111355
2;0;2;0;2;0;2;0;1;20;2;0;1113559001010250601;11135590010102506101;111355
0;0;0;0;0;0;0;0;0;0;0;0;1113559001010250701;11135590010102507101;111355
2;0;2;0;2;0;2;0;1;20;2;0;1114500002050320102;11145000020503201102;111450
1;80;2;0;2;0;2;0;2;0;2;0;1114500002050320302;11145000020503203102;111450
2;0;2;0;2;0;2;0;2;0;1;100;1114500002050320402;11145000020503204102;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114500002050320502;11145000020503205102;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114500002050320602;11145000020503206102;111450
1;10;2;0;2;0;2;0;2;0;2;0;1114500002050320702;11145000020503207102;111450
1;50;2;0;2;0;2;0;2;0;2;0;1114500002050320802;11145000020503208102;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114509009010340103;11145090090103401103;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114509009010340203;11145090090103402103;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114509009010340303;11145090090103403103;111450
1;20;2;0;2;0;2;0;2;0;2;0;1114509009010340403;11145090090103404103;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114509009010340503;11145090090103405103;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114509009010340603;11145090090103406103;111450
0;0;0;0;0;0;0;0;0;0;0;0;1114509009010340703;11145090090103407103;111450
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290201;11165090010302902101;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290301;11165090010302903101;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290401;11165090010302904101;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290501;11165090010302905101;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290601;11165090010302906101;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290701;11165090010302907101;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509001030290801;11165090010302908101;111650
1;50;2;0;2;0;2;0;2;0;2;0;1116509010010410102;11165090100104101102;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509010010410202;11165090100104102102;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509010010410302;11165090100104103102;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509010010410402;11165090100104104102;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116509010010410402;11165090100104104202;111650
0;0;0;0;0;0;0;0;0;0;0;0;1116519003010350103;11165190030103501103;111651
1;20;2;0;2;0;2;0;2;0;2;0;1116519003010350203;11165190030103502103;111651
0;0;0;0;0;0;0;0;0;0;0;0;1116519003010350303;11165190030103503103;111651
0;0;0;0;0;0;0;0;0;0;0;0;1116519003010350403;11165190030103504103;111651
0;0;0;0;0;0;0;0;0;0;0;0;1116519003010350503;11165190030103505103;111651
0;0;0;0;0;0;0;0;0;0;0;0;1116519003010350603;11165190030103506103;111651
0;0;0;0;0;0;0;0;0;0;0;0;1116519003010350703;11165190030103507103;111651
0;0;0;0;0;0;0;0;0;0;0;0;1201500020010320102;12015000200103201102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500020010320202;12015000200103202102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500020010320302;12015000200103203102;120150
1;20;2;0;2;0;2;0;2;0;2;0;1201500020010320402;12015000200103204102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500020010320502;12015000200103205102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500020010320602;12015000200103206102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500020010320702;12015000200103207102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500034020410102;12015000340204101102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500034020410202;12015000340204102102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500034020410402;12015000340204104102;120150
1;25;2;0;2;0;2;0;2;0;2;0;1201500034020410502;12015000340204105102;120150
1;150;2;0;2;0;2;0;2;0;2;0;1201500034020410602;12015000340204106102;120150
1;70;2;0;2;0;2;0;2;0;2;0;1201500034020410702;12015000340204107102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500034020410802;12015000340204108102;120150
1;22;2;0;2;0;2;0;2;0;2;0;1201500088040410302;12015000880404103102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500088040410402;12015000880404104102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500088040410602;12015000880404106102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500088040410802;12015000880404108102;120150
1;10;2;0;2;0;2;0;2;0;2;0;1201500088040410902;12015000880404109102;120150
2;0;2;0;2;0;1;10;1;20;2;0;1201500088040411002;12015000880404110102;120150
2;0;2;0;2;0;2;0;1;40;2;0;1201500094020420203;12015000940204202103;120150
2;0;2;0;2;0;2;0;1;20;2;0;1201500094020420303;12015000940204203103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500094020420503;12015000940204205103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500094020420603;12015000940204206103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500094020420803;12015000940204208103;120150
1;60;2;0;2;0;2;0;2;0;2;0;1201500094020420903;12015000940204209103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500116040340103;12015001160403401103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500116040340203;12015001160403402103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500116040340303;12015001160403403103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500116040340403;12015001160403404103;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500116040340503;12015001160403405103;120150
1;160;2;0;2;0;2;0;2;0;2;0;1201500116040340703;12015001160403407103;120150
1;30;2;0;2;0;2;0;2;0;2;0;1201500116040340903;12015001160403409103;120150
1;50;2;0;2;0;2;0;2;0;2;0;1201500128020280101;12015001280202801101;120150
1;50;2;0;2;0;2;0;2;0;2;0;1201500128020280201;12015001280202802101;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500128020280301;12015001280202803101;120150
1;80;2;0;2;0;2;0;2;0;2;0;1201500128020280401;12015001280202804101;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500128020280501;12015001280202805101;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500128020280601;12015001280202806101;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500128020280701;12015001280202807101;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260102;12015001420202601102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260202;12015001420202602102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260302;12015001420202603102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260402;12015001420202604102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260502;12015001420202605102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260602;12015001420202606102;120150
0;0;0;0;0;0;0;0;0;0;0;0;1201500142020260702;12015001420202607102;120150
1;15;2;0;2;0;2;0;2;0;2;0;1201520001020350103;12015200010203501103;120152
0;0;0;0;0;0;0;0;0;0;0;0;1201520001020350203;12015200010203502103;120152
0;0;0;0;0;0;0;0;0;0;0;0;1201520001020350303;12015200010203503103;120152
1;25;2;0;2;0;2;0;2;0;2;0;1201520001020350403;12015200010203504103;120152
0;0;0;0;0;0;0;0;0;0;0;0;1201520001020350503;12015200010203505103;120152
0;0;0;0;0;0;0;0;0;0;0;0;1201520001020350603;12015200010203506103;120152
0;0;0;0;0;0;0;0;0;0;0;0;1201520001020350703;12015200010203507103;120152
0;0;0;0;0;0;0;0;0;0;0;0;1201539022030290101;12015390220302901101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539022030290201;12015390220302902101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539022030290301;12015390220302903101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539022030290401;12015390220302904101;120153
1;40;2;0;2;0;2;0;2;0;2;0;1201539022030290501;12015390220302905101;120153
1;40;2;0;2;0;2;0;2;0;2;0;1201539022030290601;12015390220302906101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539022030290701;12015390220302907101;120153
1;30;2;0;2;0;2;0;2;0;2;0;1201539028010280101;12015390280102801101;120153
1;18;2;0;2;0;2;0;2;0;2;0;1201539028010280201;12015390280102802101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539028010280301;12015390280102803101;120153
1;30;2;0;2;0;2;0;2;0;2;0;1201539028010280401;12015390280102804101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539028010280501;12015390280102805101;120153
1;20;2;0;2;0;2;0;2;0;2;0;1201539028010280601;12015390280102806101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539028010280701;12015390280102807101;120153
1;20;2;0;2;0;2;0;2;0;2;0;1201539035010250101;12015390350102501101;120153
1;18;2;0;2;0;2;0;2;0;2;0;1201539035010250201;12015390350102502101;120153
1;30;2;0;2;0;2;0;2;0;2;0;1201539035010250301;12015390350102503101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539035010250401;12015390350102504101;120153
2;0;2;0;2;0;2;0;1;70;2;0;1201539035010250501;12015390350102505101;120153
1;20;2;0;2;0;2;0;2;0;2;0;1201539035010250601;12015390350102506101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201539035010250701;12015390350102507101;120153
0;0;0;0;0;0;0;0;0;0;0;0;1201549009010310102;12015490090103101102;120154
1;20;2;0;2;0;2;0;2;0;2;0;1201549009010310202;12015490090103102102;120154
0;0;0;0;0;0;0;0;0;0;0;0;1201549009010310302;12015490090103103102;120154
1;20;2;0;2;0;2;0;2;0;2;0;1201549009010310402;12015490090103104102;120154
0;0;0;0;0;0;0;0;0;0;0;0;1201549009010310602;12015490090103106102;120154
1;60;2;0;2;0;2;0;2;0;2;0;1201549009010310702;12015490090103107102;120154
1;20;2;0;2;0;2;0;2;0;2;0;1201549009010310802;12015490090103108102;120154
0;0;0;0;0;0;0;0;0;0;0;0;1202500002030290101;12025000020302901101;120250
